Local Authority,SeedCode,School Name,School Type,Teachers (Full Time Equivalent) [Note 1],Pupil roll,Pupil Teacher Ratio,Average class size,Female,Male,P1,P2,P3,P4,P5,P6,P7,S1,S2,S3,S4,S5,S6,Special school pupils,Pupils with an Additional Support Need recorded,Pupils with no Additional Support Needs recorded,Pupils with English as an Additional Language [Note 2],Pupils without English as an Additional Language [Note 2],Pupils taught in Gaelic [Note 3],Pupils with no Gaelic taught [Note 3],White - British [Note 4],White - Other [Note 4],Minority Ethnic [Note 4],Not known/not disclosed [Note 4],P1-P5 pupils registered for free school meals [Note 5],Percentage of P1-P5 pupils registered for free school meals [Note 5],P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],Percentage of P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],SIMD Quintile 1 [Note 6],SIMD Quintile 2 [Note 6],SIMD Quintile 3 [Note 6],SIMD Quintile 4 [Note 6],SIMD Quintile 5 [Note 6],SIMD not availble [Note 6],Urban [Note 7],Small town [Note 7],Rural [Note 7],Urban/rural classification not available [Note 7],Attendance rate (%)[Note 8] [Note 9],Authorised absence rate (%) [Note 8] [Note 9],Unauthorised absence rate (%)[Note 8] [Note 9],Absence due to temporary exclusion rate (%) [Note 8] [Note 9],School's 6-fold urban/rural classification,School's 8-fold urban/rural classification,Denomination of school,,
Highland,5153425,Gairloch Primary,Primary,3.7,50,13.5,16.7,30,20,C,8,C,9,9,7,9,z,z,z,z,z,z,z,29,21,C,C,50,0,46,0,C,C,34,100,C,C,0,5,14,31,0,0,0-10%,0-10%,90-100%,0-10%,94.1,3.7,2.1,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5112729,Gledfield Primary,Primary,2.6,25,9.5,12.5,14,11,C,6,C,C,C,C,6,z,z,z,z,z,z,z,9,16,0,25,0,25,23,C,C,0,17,100,0,0,0,0,25,0,0,0,0-10%,0-10%,90-100%,0-10%,94.1,4.6,1.3,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5130425,Glencoe Primary,Primary,2.9,25,8.8,12.5,11,14,C,C,5,C,C,7,C,z,z,z,z,z,z,z,10,15,C,C,0,25,20,C,C,0,15,100,0,0,0,0,8,17,0,0,0-10%,0-10%,90-100%,0-10%,89.6,5.7,4.7,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5144221,Glenelg Primary,Primary,1.6,11,6.9,11,6,5,C,C,C,C,C,C,C,z,z,z,z,z,z,z,C,C,0,11,11,0,11,0,0,0,6,100,0,0,0,0,11,0,0,0,0-10%,0-10%,90-100%,0-10%,92.3,4.9,2.8,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5144124,Glenurquhart Primary,Primary,9.1,147,16.2,21,78,69,9,21,21,30,30,20,16,z,z,z,z,z,z,z,76,71,7,140,77,70,128,8,11,0,111,100,C,C,C,C,101,41,0,0,0-10%,0-10%,90-100%,0-10%,93.2,5.0,1.8,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5108225,Golspie Primary,Primary,5.3,90,17,22.5,50,40,10,13,19,6,14,16,12,z,z,z,z,z,z,z,25,65,C,C,0,90,89,C,C,0,62,100,C,C,0,40,50,0,0,0,0-10%,0-10%,90-100%,0-10%,92.7,5.3,2.0,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5146127,Grantown Primary,Primary,10.4,219,21.1,27.4,101,118,32,23,39,37,23,33,32,z,z,z,z,z,z,z,66,153,13,206,0,219,182,20,16,C,154,100,C,C,0,0,33,185,0,C,0-10%,0-10%,90-100%,0-10%,92.3,5.5,2.1,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5100623,Halkirk Primary,Primary,5.5,92,16.6,23,43,49,12,13,12,18,19,5,13,z,z,z,z,z,z,z,0,92,C,C,0,92,87,C,C,0,74,100,0,0,0,C,40,49,0,C,0-10%,0-10%,90-100%,0-10%,95.4,3.6,1.0,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5110823,Helmsdale Primary,Primary,2.6,44,16.9,22,22,22,5,C,C,12,C,10,7,z,z,z,z,z,z,z,22,22,C,C,0,44,37,C,C,0,27,100,C,C,0,43,C,0,0,C,0-10%,0-10%,90-100%,0-10%,92.4,5.3,2.3,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5115221,Hill of Fearn Primary,Primary,2.8,41,14.8,20.5,20,21,6,C,7,8,C,7,10,z,z,z,z,z,z,z,12,29,C,C,0,41,39,C,C,0,24,100,C,C,C,0,37,0,0,C,0-10%,0-10%,90-100%,0-10%,92.1,4.2,3.7,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5140226,Hilton Primary,Primary,13.8,249,18,24.9,117,132,28,30,47,25,41,37,41,z,z,z,z,z,z,z,128,121,45,204,0,249,182,30,30,7,171,100,10,12.8,27,83,75,63,C,C,90-100%,0-10%,0-10%,0-10%,92.0,6.0,2.1,C,Other urban areas,Other urban areas,Non-denominational,,
Highland,5115329,Hilton of Cadboll Primary,Primary,6.5,105,16.2,21,56,49,13,15,20,10,14,19,14,z,z,z,z,z,z,z,40,65,9,96,0,105,86,17,C,C,72,100,7,21.2,58,0,47,0,0,0,0-10%,0-10%,90-100%,0-10%,88.4,10.9,0.7,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5139120,Holm Primary,Primary,12.2,224,18.4,24.9,113,111,30,25,41,32,27,36,33,z,z,z,z,z,z,z,57,167,5,219,0,224,194,16,11,C,155,100,6,8.7,C,7,11,183,21,C,90-100%,0-10%,0-10%,0-10%,92.5,5.6,1.9,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5120721,Inshes Primary,Primary,16.8,289,17.2,26.3,151,138,46,36,41,25,56,47,38,z,z,z,z,z,z,z,142,147,16,273,0,289,225,22,38,C,204,100,7,8.2,21,9,13,193,53,0,70-80%,0-10%,20-30%,0-10%,92.0,6.5,1.5,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5115426,Inver Primary,Primary,2.4,21,8.7,10.5,8,13,C,C,C,7,0,C,C,z,z,z,z,z,z,z,8,13,0,21,0,21,21,0,0,0,13,100,0,0,0,C,17,0,0,C,0-10%,10-20%,80-90%,0-10%,95.2,3.5,1.3,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5134129,Invergarry Primary,Primary,2.4,16,6.7,8,7,9,C,C,5,C,C,0,5,z,z,z,z,z,z,z,6,10,0,16,0,16,11,C,C,0,11,100,0,0,0,0,0,16,0,0,0-10%,0-10%,90-100%,0-10%,94.7,3.0,2.3,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5134226,Inverie Primary,Primary,1.4,9,6.2,9,C,C,C,C,C,0,0,C,C,z,z,z,z,z,z,z,C,C,0,9,7,C,9,0,0,0,5,100,0,0,0,0,9,0,0,0,0-10%,0-10%,90-100%,0-10%,81.7,7.7,10.7,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5134323,Inverlochy Primary,Primary,7.7,143,18.6,23.8,62,81,22,19,18,27,20,20,17,z,z,z,z,z,z,z,30,113,17,126,0,143,107,22,13,C,106,100,C,C,40,25,40,38,0,0,90-100%,0-10%,0-10%,0-10%,90.8,6.4,2.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5100720,Keiss Primary,Primary,2.8,33,11.9,16.5,15,18,5,C,C,7,7,5,5,z,z,z,z,z,z,z,9,24,0,33,0,33,31,C,0,C,23,100,0,0,0,0,33,0,0,0,0-10%,0-10%,90-100%,0-10%,94.8,4.0,1.3,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5130921,Kilchoan Primary,Primary,1.9,14,7.3,14,0,14,C,C,C,C,C,C,0,z,z,z,z,z,z,z,7,7,0,14,14,0,10,0,0,C,12,100,0,0,0,0,14,0,0,0,0-10%,0-10%,90-100%,0-10%,90.5,9.5,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5153727,Kilchuimen Primary,Primary,3.6,35,9.7,17.5,12,23,5,C,6,6,C,C,10,z,z,z,z,z,z,z,19,16,C,C,0,35,32,C,C,0,22,100,C,C,0,0,0,35,0,0,0-10%,0-10%,90-100%,0-10%,90.3,8.0,1.7,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5126827,Kilmuir Primary,Primary,3.7,16,4.3,8,11,5,C,0,C,C,C,C,C,z,z,z,z,z,z,z,C,C,0,16,16,0,15,0,C,C,11,100,0,0,0,0,16,0,0,0,0-10%,0-10%,90-100%,0-10%,94.1,4.8,1.1,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5115922,Kiltearn Primary,Primary,5.9,114,19.3,22.8,50,64,19,14,16,16,16,19,14,z,z,z,z,z,z,z,24,90,C,C,0,114,92,9,C,C,81,100,C,C,C,C,70,38,C,0,0-10%,0-10%,90-100%,0-10%,92.2,5.4,2.4,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5146224,Kingussie Primary,Primary,4.9,71,14.5,17.8,25,46,12,7,8,11,11,12,10,z,z,z,z,z,z,z,23,48,8,63,0,71,62,9,0,0,49,100,C,C,0,0,8,63,0,0,0-10%,0-10%,90-100%,0-10%,90.1,6.3,3.7,C,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5108322,Kinlochbervie Primary,Primary,2.1,13,6.2,13,6,7,0,C,C,5,0,C,C,z,z,z,z,z,z,z,C,C,0,13,0,13,11,0,C,C,8,100,C,C,0,0,13,0,0,0,0-10%,0-10%,90-100%,0-10%,89.2,6.6,4.2,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5135427,Kinlochleven Primary,Primary,3.6,47,13,15.7,25,22,9,C,7,10,6,8,C,z,z,z,z,z,z,z,15,32,C,C,9,38,36,5,C,C,37,100,0,0,0,44,C,0,0,C,0-10%,0-10%,90-100%,0-10%,92.0,4.2,3.8,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5142229,Kinmylies Primary,Primary,15.7,307,19.6,25.6,157,150,36,38,42,42,50,59,40,z,z,z,z,z,z,z,49,258,10,297,0,307,243,36,12,16,208,100,15,15.2,122,95,71,18,0,C,60-70%,0-10%,30-40%,0-10%,90.8,6.3,3.0,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5142326,Kirkhill Primary,Primary,7.0,135,19.3,22.5,72,63,11,15,29,17,15,25,23,z,z,z,z,z,z,z,47,88,C,C,47,88,120,9,5,C,87,100,C,C,0,12,94,29,0,0,0-10%,0-10%,90-100%,0-10%,93.1,5.0,1.9,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Highland,5118328,Knockbreck Primary (Tain),Primary,9.1,156,17.1,22.3,86,70,28,13,21,24,21,24,25,z,z,z,z,z,z,z,60,96,11,145,0,156,126,14,16,0,107,100,6,12.2,C,42,94,17,0,C,0-10%,70-80%,20-30%,0-10%,93.0,5.6,1.4,0.0,Remote small towns,Very Remote Small Towns,Non-denominational,,
Highland,5123127,Kyle Primary,Primary,3.3,35,10.7,17.5,19,16,C,8,5,C,C,7,5,z,z,z,z,z,z,z,18,17,C,C,0,35,28,6,C,C,23,100,C,C,0,27,C,6,0,C,0-10%,0-10%,90-100%,0-10%,92.9,7.1,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5127025,Kyleakin Primary,Primary,2.9,30,10.3,15,16,14,C,C,7,C,C,C,6,z,z,z,z,z,z,z,17,13,0,30,30,0,30,0,0,0,20,100,0,0,0,C,28,0,0,C,0-10%,0-10%,90-100%,0-10%,93.1,5.4,1.5,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5134625,Lady Lovat Primary,Primary,1.4,13,9.3,13,C,C,C,C,C,C,C,C,C,z,z,z,z,z,z,z,C,C,0,13,7,6,13,0,0,0,6,100,0,0,0,0,13,0,0,0,0-10%,0-10%,90-100%,0-10%,92.7,4.7,2.6,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5109922,Lairg Primary,Primary,4.3,52,12,17.3,32,20,6,7,6,7,8,8,10,z,z,z,z,z,z,z,25,27,0,52,26,26,45,5,C,C,34,100,6,33.3,0,0,52,0,0,0,0-10%,0-10%,90-100%,0-10%,92.8,6.1,1.1,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5122821,Loch Duich Primary,Primary,1.8,10,5.6,10,C,C,0,C,0,C,C,C,C,z,z,z,z,z,z,z,C,C,0,10,10,0,10,0,0,0,6,100,0,0,0,C,9,0,0,C,0-10%,0-10%,90-100%,0-10%,96.7,2.4,1.0,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5131227,Lochaline Primary,Primary,1.8,8,4.6,8,C,C,C,C,0,C,0,C,C,z,z,z,z,z,z,z,C,C,0,8,0,8,7,0,0,C,5,100,0,0,0,0,8,0,0,0,0-10%,0-10%,90-100%,0-10%,96.3,3.7,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5140323,Lochardil Primary,Primary,16.2,329,20.3,25.3,181,148,40,41,40,45,42,62,59,z,z,z,z,z,z,z,92,237,17,312,0,329,283,25,19,C,208,100,C,C,C,C,16,146,162,0,90-100%,0-10%,0-10%,0-10%,95.1,3.7,1.2,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5116120,Lochcarron Primary,Primary,4.3,44,10.2,14.7,24,20,C,C,5,11,6,11,5,z,z,z,z,z,z,z,21,23,0,44,44,0,40,C,C,0,28,100,C,C,0,0,44,0,0,0,0-10%,0-10%,90-100%,0-10%,93.1,5.6,1.3,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5109728,Lochinver Primary,Primary,2.5,31,12.7,15.5,15,16,6,C,C,C,9,5,C,z,z,z,z,z,z,z,8,23,0,31,0,31,30,0,C,C,23,100,0,0,0,13,18,0,0,0,0-10%,0-10%,90-100%,0-10%,92.8,4.5,2.7,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,1003224,Lundavra Primary,Primary,12.5,204,16.3,25.5,103,101,22,26,34,37,30,26,29,z,z,z,z,z,z,z,111,93,50,154,0,204,153,35,13,C,149,100,18,32.7,42,C,127,31,0,C,90-100%,0-10%,0-10%,0-10%,91.2,6.7,2.1,C,Other urban areas,Other urban areas,Non-denominational,,
Highland,5100925,Lybster Primary,Primary,4.2,58,14,19.3,29,29,7,8,8,12,8,8,7,z,z,z,z,z,z,z,25,33,C,C,0,58,51,C,C,0,43,100,C,C,0,54,C,0,0,C,0-10%,0-10%,90-100%,0-10%,91.7,5.9,2.5,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5127122,Macdiarmid Primary,Primary,2.7,24,8.8,12,13,11,C,C,0,6,C,C,7,z,z,z,z,z,z,z,C,C,0,24,24,0,23,0,0,C,16,100,0,0,0,C,23,0,0,C,0-10%,0-10%,90-100%,0-10%,91.3,6.7,2.0,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5136423,Mallaig Primary,Primary,5.1,65,12.7,16.3,27,38,6,14,11,12,7,7,8,z,z,z,z,z,z,z,28,37,0,65,39,26,56,5,C,C,50,100,0,0,0,0,20,43,0,C,0-10%,0-10%,90-100%,0-10%,93.1,5.2,1.8,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5116325,Marybank Primary,Primary,2.1,15,7.1,15,C,C,C,5,C,C,0,C,C,z,z,z,z,z,z,z,6,9,0,15,0,15,14,C,C,0,9,100,0,0,0,C,12,C,0,0,0-10%,0-10%,90-100%,0-10%,95.5,3.7,0.8,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5110122,Melvich Primary,Primary,3.2,34,10.8,17,20,14,C,C,6,C,6,9,5,z,z,z,z,z,z,z,5,29,C,C,0,34,31,C,0,C,20,100,C,C,0,0,34,0,0,0,0-10%,0-10%,90-100%,0-10%,92.6,6.3,1.1,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5140420,Merkinch Primary,Primary,14.8,233,15.7,25.9,118,115,31,37,41,24,36,29,35,z,z,z,z,z,z,z,142,91,30,203,0,233,177,32,22,C,169,100,21,32.8,218,9,C,C,0,0,90-100%,0-10%,0-10%,0-10%,86.6,7.9,5.5,C,Other urban areas,Other urban areas,Non-denominational,,
Highland,5153026,Millbank Primary,Primary,15.1,252,16.7,21,105,147,37,36,33,35,42,40,29,z,z,z,z,z,z,z,69,183,C,C,33,219,230,9,13,0,183,100,8,11.6,7,80,79,79,7,0,80-90%,0-10%,10-20%,0-10%,91.2,6.9,2.0,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5101328,Miller Academy Primary,Primary,16.1,280,17.4,21.5,139,141,51,51,39,28,39,30,42,z,z,z,z,z,z,z,30,250,C,C,0,280,180,C,C,94,208,100,9,12.5,0,82,65,133,0,0,0-10%,80-90%,10-20%,0-10%,93.7,4.6,1.8,0.0,Remote small towns,Very Remote Small Towns,Non-denominational,,
Highland,5120624,Milton Primary,Primary,4.3,55,12.8,18.3,27,28,C,12,15,6,C,6,7,z,z,z,z,z,z,z,32,23,5,50,0,55,46,5,C,C,42,100,7,53.8,45,0,9,0,0,C,0-10%,0-10%,90-100%,0-10%,93.1,5.3,1.6,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5101620,Milton of Leys Primary,Primary,13.5,279,20.7,25.4,139,140,30,39,36,38,38,53,45,z,z,z,z,z,z,z,105,174,13,266,0,279,210,33,9,27,181,100,C,C,C,C,6,207,63,0,70-80%,0-10%,20-30%,0-10%,91.8,4.7,3.5,C,Other urban areas,Other urban areas,Non-denominational,,
Highland,5101425,Mount Pleasant Primary,Primary,10.9,167,15.4,18.6,73,94,10,21,28,27,20,32,29,z,z,z,z,z,z,z,40,127,C,C,8,159,160,C,C,0,106,100,9,14.8,0,54,81,32,0,0,0-10%,70-80%,20-30%,0-10%,90.0,6.5,3.5,C,Remote small towns,Very Remote Small Towns,Non-denominational,,
Highland,5136628,Muck Primary,Primary,1.9,5,2.6,5,C,C,C,C,C,C,0,0,0,z,z,z,z,z,z,z,0,5,0,5,5,0,5,0,0,0,5,100,0,0,0,0,5,0,0,0,0-10%,0-10%,90-100%,0-10%,C,C,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5143322,Muirtown Primary,Primary,8.9,174,19.6,24.9,99,75,25,20,29,27,20,23,30,z,z,z,z,z,z,z,84,90,12,162,59,115,151,15,8,0,121,100,5,9.4,27,8,32,80,27,0,80-90%,0-10%,10-20%,0-10%,93.4,5.3,1.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5116627,Mulbuie Primary,Primary,3.1,41,13.2,20.5,21,20,6,8,6,6,C,7,C,z,z,z,z,z,z,z,11,30,0,41,0,41,40,0,C,C,30,100,C,C,0,8,14,19,0,0,0-10%,0-10%,90-100%,0-10%,94.8,3.8,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Highland,5116724,Munlochy Primary,Primary,4.9,73,14.9,18.3,32,41,9,8,10,9,10,16,11,z,z,z,z,z,z,z,14,59,0,73,0,73,65,5,C,C,46,100,C,C,0,0,0,71,C,C,0-10%,0-10%,90-100%,0-10%,94.1,4.9,1.0,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Highland,1005839,Ness Castle Primary,Primary,9.3,204,21.9,22.7,95,109,44,31,33,26,21,25,24,z,z,z,z,z,z,z,54,150,28,176,0,204,158,25,19,C,155,100,13,26.5,C,C,6,190,C,0,90-100%,0-10%,0-10%,0-10%,92.9,5.1,2.0,0.0,Other urban areas,Other urban areas,Non-denominational,,
Highland,5116929,Newmore Primary,Primary,2.7,44,16.3,22,30,14,C,C,7,6,5,9,8,z,z,z,z,z,z,z,37,7,5,39,0,44,34,6,C,C,27,100,C,C,C,11,26,0,C,0,0-10%,30-40%,60-70%,0-10%,93.1,5.2,1.7,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,1003496,Newton Park Primary,Primary,16.8,292,17.4,22.5,132,160,34,42,38,33,46,46,53,z,z,z,z,z,z,z,86,206,8,284,0,292,267,8,11,6,193,100,20,20.2,127,25,50,89,0,C,0-10%,80-90%,10-20%,0-10%,92.7,4.9,2.4,0.0,Remote small towns,Very Remote Small Towns,Non-denominational,,
Highland,5145929,Newtonmore Primary,Primary,6.2,108,17.4,21.6,51,57,7,12,19,21,19,16,14,z,z,z,z,z,z,z,53,55,C,C,44,64,91,10,6,C,78,100,C,C,0,0,88,20,0,0,0-10%,0-10%,90-100%,0-10%,92.1,5.1,2.8,C,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5114721,North Kessock Primary,Primary,7.8,131,16.8,21.8,65,66,20,20,21,19,19,16,16,z,z,z,z,z,z,z,12,119,C,C,0,131,119,6,6,0,99,100,C,C,0,0,C,129,0,C,0-10%,0-10%,90-100%,0-10%,93.3,4.6,2.1,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Highland,1003526,Noss Primary,Primary,15.4,288,18.7,26.2,127,161,37,41,36,31,45,57,41,z,z,z,z,z,z,z,79,209,C,C,0,288,271,5,12,0,190,100,19,19.4,86,76,70,55,0,C,0-10%,80-90%,10-20%,0-10%,93.5,4.4,2.2,0.0,Remote small towns,Very Remote Small Towns,Non-denominational,,
Highland,5117224,Obsdale Primary,Primary,7.8,97,12.4,19.4,38,59,14,18,12,13,17,12,11,z,z,z,z,z,z,z,66,31,19,78,0,97,73,18,6,0,74,100,9,39.1,59,C,20,C,14,0,0-10%,70-80%,20-30%,0-10%,86.0,10.4,3.7,0.0,Remote small towns,Remote small towns,Non-denominational,,
Highland,5120527,Park Primary School,Primary,8.6,122,14.2,20.3,61,61,17,24,16,12,14,22,17,z,z,z,z,z,z,z,49,73,5,117,0,122,83,7,C,C,83,100,C,C,26,39,57,0,0,0,0-10%,80-90%,10-20%,0-10%,91.1,7.3,1.6,0.0,Remote small towns,Remote small towns,Non-denominational,,
Highland,5101026,Pennyland Primary,Primary,10.0,162,16.2,23.1,86,76,19,10,20,36,18,30,29,z,z,z,z,z,z,z,40,122,0,162,0,162,147,C,C,10,103,100,11,18.6,0,46,37,79,0,0,0-10%,80-90%,10-20%,0-10%,91.1,6.2,2.7,C,Remote small towns,Very Remote Small Towns,Non-denominational,,
Highland,5123526,Plockton Primary,Primary,4.4,52,11.7,17.3,28,24,9,7,9,9,8,5,5,z,z,z,z,z,z,z,21,31,0,52,52,0,48,C,C,C,42,100,C,C,0,6,15,31,0,0,0-10%,0-10%,90-100%,0-10%,92.8,5.4,1.7,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5117429,Poolewe Primary,Primary,1.7,8,4.7,8,C,C,0,0,C,C,C,C,C,z,z,z,z,z,z,z,C,C,0,8,0,8,7,0,C,C,C,C,0,0,0,0,8,0,0,0,0-10%,0-10%,90-100%,0-10%,94.5,4.8,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5128722,Portree Primary,Primary,7.4,129,17.4,21.5,54,75,22,8,15,18,18,28,20,z,z,z,z,z,z,z,33,96,C,C,129,0,108,8,6,7,81,100,5,10.4,0,30,97,C,C,0,0-10%,0-10%,90-100%,0-10%,91.2,6.6,2.2,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5127424,Raasay Primary,Primary,1.4,3,2.1,3,C,C,C,C,C,C,C,C,C,z,z,z,z,z,z,z,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0-10%,0-10%,90-100%,0-10%,C,C,0.0,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5140625,Raigmore Primary,Primary,11.8,166,14.1,23.7,77,89,19,24,19,28,29,27,20,z,z,z,z,z,z,z,52,114,53,113,0,166,74,18,69,5,119,100,12,25.5,37,65,64,0,0,0,90-100%,0-10%,0-10%,0-10%,91.5,6.5,2.0,C,Other urban areas,Other urban areas,Non-denominational,,
Highland,5101123,Reay Primary,Primary,2.6,37,14.2,18.5,17,20,C,5,5,6,8,6,C,z,z,z,z,z,z,z,C,C,0,37,0,37,37,0,0,0,28,100,C,C,0,0,30,7,0,0,0-10%,0-10%,90-100%,0-10%,92.3,6.0,1.8,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5120420,Resolis Primary,Primary,3.6,56,15.6,18.7,26,30,8,7,7,6,10,8,10,z,z,z,z,z,z,z,35,21,0,56,0,56,54,C,C,0,38,100,0,0,0,0,C,53,0,C,0-10%,0-10%,90-100%,0-10%,95.1,4.5,0.4,C,Remote rural areas,Remote rural areas,Non-denominational,,
Highland,5108624,Rogart Primary,Primary,2.9,20,6.9,10,10,10,C,C,5,0,C,C,5,z,z,z,z,z,z,z,7,13,0,20,0,20,16,C,C,0,12,100,C,C,0,C,16,C,0,0,0-10%,0-10%,90-100%,0-10%,91.9,5.7,2.5,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5153220,Rosebank Primary,Primary,13.7,268,19.6,26.8,131,137,33,38,32,45,34,54,32,z,z,z,z,z,z,z,81,187,7,261,0,268,245,6,16,C,182,100,11,12.8,11,35,106,71,45,0,80-90%,0-10%,10-20%,0-10%,92.6,5.9,1.5,C,Other urban areas,Other urban areas,Non-denominational,,
Highland,5108721,Rosehall Primary,Primary,1.7,9,5.3,9,C,C,C,C,0,0,C,0,5,z,z,z,z,z,z,z,C,C,0,9,7,C,9,0,0,0,C,0,0,0,0,0,9,0,0,0,0-10%,0-10%,90-100%,0-10%,93.9,6.1,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5135028,Rum Primary,Primary,1.6,5,3.1,5,C,C,C,C,C,0,C,0,0,z,z,z,z,z,z,z,C,C,0,5,0,5,5,0,0,0,5,100,0,0,0,0,5,0,0,0,0-10%,0-10%,90-100%,0-10%,95.8,2.7,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5120829,Scoraig School,Primary,1.4,9,6.4,9,C,C,0,C,C,C,C,C,C,z,z,z,z,z,z,z,C,C,C,C,0,9,7,C,C,0,6,100,0,0,C,0,8,0,0,C,10-20%,0-10%,80-90%,0-10%,92.9,6.5,C,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5108829,Scourie Primary,Primary,2.8,22,7.9,11,13,9,C,7,C,C,C,C,C,z,z,z,z,z,z,z,8,14,0,22,0,22,18,0,0,C,18,100,C,C,0,C,19,0,0,C,0-10%,0-10%,90-100%,0-10%,93.5,4.1,2.5,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5117828,Shieldaig Primary,Primary,2.8,26,9.5,13,14,12,C,C,7,6,C,0,5,z,z,z,z,z,z,z,C,C,0,26,26,0,24,C,C,0,21,100,0,0,0,C,25,0,0,C,0-10%,0-10%,90-100%,0-10%,92.6,6.2,1.2,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Highland,5141621,Smithton Primary,Primary,17.2,379,22,27.1,185,194,56,48,55,52,57,51,60,z,z,z,z,z,z,z,63,316,11,368,0,379,314,32,26,7,268,100,10,9,7,108,65,153,46,0,90-100%,0-10%,0-10%,0-10%,92.3,5.4,2.4,C,Other urban areas,Other urban areas,Non-denominational,,
Highland,5115620,South Lodge Primary,Primary,10.6,152,14.3,21.7,66,86,21,21,31,14,21,22,22,z,z,z,z,z,z,z,59,93,13,139,0,152,127,15,8,C,108,100,11,25,85,29,37,C,0,C,0-10%,90-100%,0-10%,0-10%,88.6,8.5,2.9,0.0,Remote small towns,Remote small towns,Non-denominational,,
