School_Number,School_Name,LA_Code,Local_Authority,Sector,Governance,WM_Code,Welsh_Medium_Type,School_Type,Religious_Character,Address1,Address2,Address3,Address4,Postcode,Phone_Number,Pupils,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6613023,Ysgol Gynradd Llanystumdwy,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llanystumdwy,Criccieth,Gwynedd,,LL52 0SP,01766522961,24,,,,,,,,,,
6613029,Ysgol Tregarth,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Tregarth,Bangor,Gwynedd,,LL57 4PG,01248600735,118,,,,,,,,,,
6613030,Ysgol Cae Top,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ffordd Eithinog,Bangor,Gwynedd,,LL57 2GZ,01248352325,235,,,,,,,,,,
6613300,Ysgol Santes Helen,661,Gwynedd,Primary,Voluntary aided,WM,Welsh medium,"Nursery, Infants & Juniors",Roman Catholic,Twtil,Caernarfon,Gwynedd,,LL55 1PF,01286674856,39,,,,,,,,,,
6613301,Ysgol Ein Harglwyddes,661,Gwynedd,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Roman Catholic,Caernarfon Road,Bangor,Gwynedd,,LL57 2UT,01248352463,159,,,,,,,,,,
6614002,Ysgol Dyffryn Ogwen Bethesda,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Coetmor,Bethesda,Gwynedd,,LL57 3NN,01248600291,367,,,,,,,,,,
6614003,Ysgol Botwnnog,661,Gwynedd,Secondary,Community,WM,Welsh medium,Secondary (ages 11-16),---,Botwnnog,Llyn,Gwynedd,,LL53 8PY,01758730220,491,,,,,,,,,,
6614004,Ysgol Brynrefail,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Llanrug,Caernarfon,Gwynedd,,LL55 4AD,01286672381,775,,,,,,,,,,
6614007,Ysgol Dyffryn Nantlle,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Y Brenin,Penygroes,Gwynedd,,LL54 6AA,01286880345,393,,,,,,,,,,
6614009,YSGOL EIFIONYDD,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Porthmadog,Gwynedd,,,LL49 9HS,01766512114,362,,,,,,,,,,
6614031,Ysgol Y Moelwyn,661,Gwynedd,Secondary,Community,WM,Welsh medium,Secondary (ages 11-16),---,Heol Wynne,Blaenau Ffestiniog,Gwynedd,,LL41 3DW,01766830435,355,,,,,,,,,,
6614032,YSGOL UWCHRADD TYWYN,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Station Road,Tywyn,Gwynedd,,LL36 9EU,01654710256,393,,,,,,,,,,
6614034,Ysgol Ardudwy,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Ffordd y Traeth,Harlech,Gwynedd,,LL46 2UH,01766780331,334,,,,,,,,,,
6614036,Ysgol Friars,661,Gwynedd,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Lon y Bryn,Bangor,Gwynedd,,LL57 2LN,01248364905,1413,,,,,,,,,,
6614037,Ysgol Tryfan,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Lon Powys,Bangor,Gwynedd,,LL57 2TY,01248352633,534,,,,,,,,,,
6614039,Ysgol Syr Hugh Owen,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Bethel Road,Caernarfon,Gwynedd,,LL55 1HW,01286673076,918,,,,,,,,,,
6614040,Ysgol Glan y Mor,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Ffordd Caerdydd,Pwllheli,Gwynedd,,LL53 5NU,01758701244,469,,,,,,,,,,
6615500,Bro Idris,661,Gwynedd,Middle,Community,AB,Bilingual (Type A),Middle (ages 3-16),---,Dolgellau,,,Gwynedd,LL40 1HY,01341424949,572,,,,,,,,,,
6615501,YSGOL Godre'r Berwyn,661,Gwynedd,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Heol Ffrydan,,,Bala,LL23 7RU,01678520259,569,,,,,,,,,,
6617002,Ysgol Pendalar,661,Gwynedd,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Ffordd Bethel,Caernarfon,Gwynedd,,LL55 1DU,01286672141,107,,,,,,,,,,
6617010,Ysgol Hafod Lon,661,Gwynedd,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Parc Busnes Eryri, Penrhyndeudraeth,Gwynedd,,LL48 6LD,01766772140,113,,,,,,,,,,
6622012,Ysgol Betws y Coed,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bro Gethun,Betws-Y-Coed,Conwy,,LL24 0BP,01690710581,18,,,,,,,,,,
6622023,Ysgol Capelulo,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Treforus,Dwygyfylchi,Penmaenmawr,Conwy,LL34 6RA,01492622693,142,,,,,,,,,,
6622038,Ysgol Deganwy,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Park Drive,Deganwy,Conwy,,LL31 9YB,01492574600,336,,,,,,,,,,
6622043,Ysgol Dolwyddelan,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Dolwyddelan,,,,LL25 0SZ,01690750293,28,,,,,,,,,,
6622044,Ysgol Ffordd Dyffryn,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Dyffryn,Llandudno,Conwy,,LL30 2LZ,01492878907,169,,,,,,,,,,
6622053,Ysgol Glanwydden,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Derwen,Bae Penrhyn,Llandudno,Conwy,LL30 3LB,01492540798,311,,,,,,,,,,
6622061,Ysgol Tudno,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Trinity Avenue,Llandudno,,,LL30 2SJ,01492875252,180,,,,,,,,,,
6622063,Ysgol Morfa Rhianedd,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Cwm,Llandudno,Conwy,,LL30 1EG,01492577150,153,,,,,,,,,,
6622086,Ysgol Penmachno,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penmachno,Betws-Y-Coed,Conwy,,LL24 0PT,01690760394,43,,,,,,,,,,
6622103,Ysgol Llandrillo yn Rhos,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elwy Road,Llandrillo Yn Rhos,Colwyn Bay,,LL28 4LX,01492549648,440,,,,,,,,,,
6622104,Ysgol Talhaiarn,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Llanfair Talhaiarn,Abergele,Conwy,,LL22 8SD,01745720242,46,,,,,,,,,,
6622106,Ysgol Babanod Mochdre,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Station Road,Mochdre,Conwy,,LL28 5EF,01492540194,49,,,,,,,,,,
6622108,Ysgol  T. Gwynn Jones,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Llanelian Road,Old Colwyn,Colwyn Bay,,LL29 9UA,01492516594,197,,,,,,,,,,
6622110,Ysgol Maes Owen,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Morfa Avenue,Foryd,Rhyl,,LL18 5LE,01745353721,208,,,,,,,,,,
6622111,Ysgol Glan Gele,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745823584,282,,,,,,,,,,
6622112,Ysgol Glan Morfa,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745832922,251,,,,,,,,,,
6622114,Ysgol Bod Alaw,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Abergele Road,Colwyn Bay,,,LL29 7ST,01492530420,324,,,,,,,,,,
6622115,Ysgol Pant y Rhedyn,662,Conwy,Primary,Community,EW,English with significant Welsh,Juniors,---,Ffordd Penmaenmawr,Llanfairfechan,Conwy,,LL33 0PA,01248680642,128,,,,,,,,,,
6622118,Ysgol Y Foryd,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Morfa Avenue,Foryd,Conwy,,LL18 5LE,01745351892,208,,,,,,,,,,
6622121,Ysgol Craig y Don,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Clarence Drive,Craig Y Don,Llandudno,Conwy,LL30 1TR,01492878906,304,,,,,,,,,,
6622123,Ysgol Cerrigydrudion,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Yr Alwen,Cerrigydrudion,Corwen,,LL21 9SW,01490420328,86,,,,,,,,,,
6622132,"Ysgol Bro Aled, Llansannan",662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llansannan,Dinbych,Conwy,,LL16 5HN,01745870660,64,,,,,,,,,,
6622148,Ysgol Gynradd Bro Cernyw,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangernyw,Abergele,Conwy,,LL22 8PP,01745860238,106,,,,,,,,,,
6622221,Ysgol Sant Elfod,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Ffordd Y Morfa,Abergele,Conwy,,LL22 7NU,01745832007,288,,,,,,,,,,
6622222,Ysgol Capel Garmon,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Capel Garmon,Llanrwst,Conwy,,LL26 0RL,01690710287,18,,,,,,,,,,
6622225,Ysgol Glan Conwy,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Top Llan,Glan Conwy,Conwy,,LL28 5NA,01492580421,122,,,,,,,,,,
6622264,Ysgol Cynfran,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Dolwen Road,Llysfaen,Colwyn Bay,Conwy,LL29 8SS,01492517326,177,,,,,,,,,,
6622267,Ysgol Iau Hen Golwyn,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Church Walks,Old Colwyn,Conwy,,LL29 9RU,01492516258,205,,,,,,,,,,
6622269,Ysgol Cystennin,662,Conwy,Primary,Community,EM,English medium,Juniors,---,The Old Highway,Mochdre,Colwyn Bay,Conwy,LL28 5AU,01492540068,67,,,,,,,,,,
6622270,Ysgol Pentrefoelas,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pentrefoelas,Betws Y Coed,Conwy,,LL24 0LE,01690770226,42,,,,,,,,,,
6622271,Ysgol Bro Gwydir,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Watling,Llanrwst,,,LL26 0EY,01492640342,331,,,,,,,,,,
6622272,Ysgol Nant Y Groes,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Road,Colwyn Bay,Conwy,,LL29 8ET,01492577010,250,,,,,,,,,,
6622273,Ysgol Swn Y Don,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penmaenrhos,Swn Y Don,Colwyn Bay,Conwy,LL29 9LL,01492577290,124,,,,,,,,,,
6622274,Ysgol Awel y Mynydd,662,Conwy,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Sarn Mynach,Llandudno Junction,Conwy,,LL31 9RT,01492577100,397,,,,,,,,,,
6622275,Ysgol Dyffryn Yr Enfys,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Llanrwst,,Dolgarrog,Conwy,LL32 8QE,01492660216,109,,,,,,,,,,
6623020,Ysgol Babanod Llanfairfechan,662,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,Nursery & Infants,Church in Wales,Ffordd Y Pentref,Llanfairfechan,Conwy,,LL33 0AA,01248680289,111,,,,,,,,,,
6623021,Ysgol Llangelynnin,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Henryd,Conwy,,,LL32 8YB,01492592898,79,,,,,,,,,,
6623024,Ysgol Pencae,662,Conwy,Primary,Voluntary aided,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ffordd Graiglwyd,Penmaenmawr,,,LL34 6YG,01492622219,150,,,,,,,,,,
6623032,Ysgol Ysbyty Ifan,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ysbyty Ifan,Betws Y Coed,Conwy,,LL24 0NY,01690770645,18,,,,,,,,,,
6623038,Ysgol St. George,662,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Primrose Hill,St George,Abergele,Conwy,LL22 9BU,01745833213,68,,,,,,,,,,
6623039,Ysgol Llanddoged,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llanddoged,Llanrwst,Conwy,,LL26 0BJ,01492640363,40,,,,,,,,,,
6623040,Ysgol Eglwysbach,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Eglwysbach,Bae Colwyn,Conwy,,LL28 5UD,01492650463,61,,,,,,,,,,
6623043,Ysgol Porth Y Felin,662,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Llanrwst,Conwy,,,LL32 8FZ,01492572220,321,,,,,,,,,,
6623059,Ysgol Llanddulas,662,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Minffordd Road,Llanddulas,Abergele,Conwy,LL22 8EW,01492516865,148,,,,,,,,,,
6623062,Ysgol Betws yn Rhos,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Betws Yn Rhos,Abergele,,,LL22 8AW,01492680603,68,,,,,,,,,,
6623302,Ysgol Bodafon,662,Conwy,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Bodafon,Llandudno,Conwy,,LL30 3BA,01492547996,85,,,,,,,,,,
6623303,Ysgol Bendigaid William Davies,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Bodnant Crescent,Llandudno,Conwy,,LL30 1LL,01492875930,132,,,,,,,,,,
6623307,Ysgol  San Sior,662,Conwy,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Church Walks,Llandudno,Conwy,,LL30 2HL,01492878149,240,,,,,,,,,,
6623333,Ysgol Sant Joseph,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Brackley Avenue,Colwyn Bay,,,LL29 7UU,01492532394,238,,,,,,,,,,
6623340,Ysgol y Plas,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanelian,Old Colwyn,Conwy,,LL29 8YY,01492680601,74,,,,,,,,,,
6624022,Ysgol John Bright,662,Conwy,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Maesdu Road,Llandudno,,,LL30 1LF,01492864200,1118,,,,,,,,,,
6624023,Ysgol Aberconwy,662,Conwy,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Morfa Drive,Conwy,,,LL32 8ED,01492593243,1065,,,,,,,,,,
6624035,YSGOL DYFFRYN CONWY,662,Conwy,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Nebo Road,Llanrwst,,,LL26 0SD,01492642800,647,,,,,,,,,,
6624038,YSGOL Y CREUDDYN,662,Conwy,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Ffordd Dderwen,Bae Penrhyn,Llandudno,,LL30 3LB,01492544344,673,,,,,,,,,,
6625201,Ysgol Pen Y Bryn,662,Conwy,Primary,Foundation,EM,English medium,"Nursery, Infants & Juniors",---,Wentworth Avenue,Colwyn Bay,,,LL29 6DD,01492531260,448,,,,,,,,,,
6625400,Ysgol Emrys ap Iwan,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Faenol Avenue,Abergele,Conwy,,LL22 7HE,01745832287,962,,,,,,,,,,
6625402,Eirias High School,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Eirias Road,Colwyn Bay,,,LL29 7SP,01492532025,1225,,,,,,,,,,
6625403,Ysgol Bryn Elian,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Windsor Drive,Colwyn Bay,Conwy,,LL29 8HU,01492518215,1022,,,,,,,,,,
6627007,Ysgol Y Gogarth,662,Conwy,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Nant y Gamar Road,Craig Y Don,Llandudno,,LL30 1YE,01492860077,270,,,,,,,,,,
6632011,Ysgol Hiraddug,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thomas Avenue,Dyserth,Rhyl,Denbighshire,LL18 6AN,01745570467,215,,,,,,,,,,
6632037,Ysgol Y Castell CP,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hylas Lane,Rhuddlan,Denbighshire,,LL18 5AG,01745590545,221,,,,,,,,,,
6632038,Christ Church Primary School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ernest Street,Rhyl,Denbighshire,,LL18 2DS,01745353982,434,,,,,,,,,,
6632039,Ysgol Llywelyn,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Trellewelyn Road,Rhyl,Denbighshire,,LL18 4EU,01745353392,700,,,,,,,,,,
6632057,Ysgol y Faenol,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,John's Drive,Bodelwyddan,Nr. Rhyl,Denbighshire,LL18 5TG,01745583370,144,,,,,,,,,,
6632059,Ysgol Penmorfa CP,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dawson Drive,Prestatyn,Denbighshire,,LL19 8SY,01745852757,395,,,,,,,,,,
6632060,Ysgol Emmanuel,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Victoria Road,Rhyl,Denbighshire,,LL18 2EG,01745353447,455,,,,,,,,,,
6632066,Ysgol Dewi Sant,663,Denbighshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Ffordd Rhuddlan,Rhyl,Denbighshire,,LL18 2RE,01745351355,410,,,,,,,,,,
6632067,Ysgol Melyd,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd Pennant,Meliden,Prestatyn,Denbighshire,LL19 8PE,01745852782,153,,,,,,,,,,
6632070,Ysgol Bodfari,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bodfari,Denbighshire,,,LL16 4DA,01745710329,40,,,,,,,,,,
6632072,Ysgol Bryn Hedydd,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Spruce Avenue,Tynewydd Road,Rhyl,Denbighshire,LL18 3SU,01745351676,474,,,,,,,,,,
6632124,Ysgol Cefn Meiriadog,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Groesffordd Marli,Marli,St Asaph,Denbighshire,LL22 9DS,01745582224,56,,,,,,,,,,
6632125,Frongoch Juniors,663,Denbighshire,Primary,Community,EM,English medium,Juniors,---,Rhyl Road,Denbigh,Denbighshire,,LL16 3DP,01745812410,212,,,,,,,,,,
6632127,Ysgol Gymraeg Henllan,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Dinbych,Henllan,Dinbych,Sir Ddinbych,LL16 5AW,01745812959,70,,,,,,,,,,
6632134,Ysgol Twm o'r Nant,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Rhyl,Dinbych,,,LL16 3DP,01745812261,323,,,,,,,,,,
6632135,Ysgol Bryn Clwyd,663,Denbighshire,Primary,Community,TR,Transitional,"Nursery, Infants & Juniors",---,Llandyrnog,Sir Ddinbych,,,LL16 4HG,01824790324,48,,,,,,,,,,
6632136,Ysgol Y Parc,663,Denbighshire,Primary,Community,EM,English medium,Nursery & Infants,---,Ruthin Road,Denbigh,,,LL16 3ER,01745812989,171,,,,,,,,,,
6632164,Ysgol Gellifor,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gellifor,Ruthin,Denbighshire,,LL15 1SB,01824790387,39,,,,,,,,,,
6632168,Ysgol Pentrecelyn,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pentrecelyn,Ruthun,Sir Ddinbych,,LL15 2HG,01978790288,21,,,,,,,,,,
6632214,Ysgol Betws Gwerful Goch,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Betws Gwerfil Goch,Corwen,Denbighshire,,LL21 9PY,01490460315,21,,,,,,,,,,
6632215,Ysgol Carrog,663,Denbighshire,Primary,Community,TR,Transitional,"Nursery, Infants & Juniors",---,Carrog,Nr Corwen,Denbighshire,,LL21 9AN,01490430262,32,,,,,,,,,,
6632216,Ysgol Caer Drewyn,663,Denbighshire,Primary,Community,TR,Transitional,"Nursery, Infants & Juniors",---,Clawdd Poncen,Corwen,Denbighshire,,LL21 9RT,01490412418,92,,,,,,,,,,
6632219,Ysgol Bro Elwern,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Gwyddelwern,Corwen,Sir Ddinbych,,LL21 9DF,01490412332,70,,,,,,,,,,
6632227,Ysgol Y Llys,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Rhodfa'r Tywysog,Prestatyn,Denbighshire,,LL19 8RP,01745853019,350,,,,,,,,,,
6632234,Ysgol Bryn Collen,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pengwern,Llangollen,Denbighshire,,LL20 8AR,01978861125,169,,,,,,,,,,
6632255,Rhos Street CP School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd Glasdir,Ruthin,Denbighshire,,LL15 1QQ,01824702565,224,,,,,,,,,,
6632256,Ysgol Pen Barras,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Glasdir,North Link Road,Ruthun,Sir Ddinbych,LL15 1QQ,01824704129,297,,,,,,,,,,
6632261,Ysgol Bro Cinmeirch,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanrhaedr Y.C.,Dinbych,Sir Ddinbych,,LL16 4NL,01745890347,98,,,,,,,,,,
6632262,Ysgol Bro Famau,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Eryrys Road,Llanaman - Yn - Lal,Nr Mold,,CH7 4TB,01824780722,59,,,,,,,,,,
6632263,Ysgol Gymraeg y Gwernant,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pengwern,Llangollen,Denbighshire,,LL20 8AR,01978861986,165,,,,,,,,,,
6632264,Ysgol Clawdd Offa,663,Denbighshire,Primary,Community,EM,English medium,Infants & Juniors,---,By Plas Morfa Farm,Ffordd Penrhwylfa,Prestatyn,Denbighshire,LL19 8AZ,01745850124,351,,,,,,,,,,
6632265,Bodnant Community Primary School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Nant Hall Road,Prestatyn,Denbighshire,,LL19 9NW,01745854724,468,,,,,,,,,,
6632266,Ysgol Pendref,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gwaenynog Road,Denbigh,,,LL16 3RU,01745812660,122,,,,,,,,,,
6632267,Ysgol_Bro_Dyfrdwy,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cynwyd,Corwen,,,LL21 0LG,01490412500,119,,,,,,,,,,
6632268,Ysgol Carreg Emlyn,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Safle Clocaenog,Clocaenog,Rhuthun,,LL15 2AY,01824750636,70,,,,,,,,,,
6633020,Ysgol Tremeirchion,663,Denbighshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Tremeirchion,Llanelwg,St Asaph,Sir Ddinbych,LL17 0UN,01745710328,75,,,,,,,,,,
6633024,St Asaph Infants School,663,Denbighshire,Primary,Voluntary controlled,EM,English medium,Nursery & Infants,Church in Wales,Upper Denbigh Road,St Asaph,Denbighshire,,LL17 0RL,01745583416,75,,,,,,,,,,
6633044,Ysgol Llanbedr,663,Denbighshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanbedr,Ruthin,Denbighshire,,LL15 1SU,01824702927,65,,,,,,,,,,
6633045,Ysgol Llanfair Dyffryn Clwyd,663,Denbighshire,Primary,Voluntary controlled,DS,Dual Stream,"Nursery, Infants & Juniors",Church in Wales,Llanfair Dyffryn Clwyd,Ruthin,Denbighshire,,LL15 2SD,01824703169,111,,,,,,,,,,
6633050,Ysgol Borthyn,663,Denbighshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Denbigh Road,Ruthin,Denbighshire,,LL15 1NT,01824702727,108,,,,,,,,,,
6633057,Ysgol Pant Pastynog,663,Denbighshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Prion,Denbighshire,,,LL16 4SG,01745890331,67,,,,,,,,,,
6633061,Ysgol Dyffryn Ial,663,Denbighshire,Primary,Voluntary controlled,TR,Transitional,"Nursery, Infants & Juniors",Church in Wales,Allt Yr Efail,Llandegla,Wrecsam,Sir Ddinbych,LL11 3AW,01978790645,46,,,,,,,,,,
6633062,Ysgol Esgob Morgan,663,Denbighshire,Primary,Community,EM,English medium,Juniors,Church in Wales,Ffordd Siarl,Ashley Court,St Asaph,Denbighshire,LL17 0PT,01745583690,117,,,,,,,,,,
6633316,Ysgol Trefnant,663,Denbighshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Henllan Road,Trefnant,Nr. Denbigh,Denbighshire,LL16 5UF,01745730276,70,,,,,,,,,,
6634003,Rhyl High School,663,Denbighshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Grange Road,Rhyl,Denbighshire,,LL18 4BY,01745343533,1161,,,,,,,,,,
6634014,Prestatyn High School,663,Denbighshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,2 Princes Avenue,Prestatyn,Denbighshire,,LL19 8RS,01745852312,1484,,,,,,,,,,
6634020,Ysgol Uwchradd Glan Clwyd,663,Denbighshire,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Ffordd Dinbych,Llanelwy,Sir Ddinbych,,LL17 0RP,01745582611,1016,,,,,,,,,,
